parent_id	parent_published	parent_title	result_id	system	version	claim	metric_scope	qualifying_basis	primary_source	artifact_status	disposition_code	disposition	source_card	class_definition
2501.11012	2025-01-19	GenAI Content Detection Task 1: English and Multilingual Machine-Generated Text Detection: AI vs. Human	2501.11012:multilingual-honghanhh	honghanhh	multilingual rank-21 submission	93.8% German accuracy; 67.61% official macro F1	Multilingual Tables 6 and 11	One language cell exceeds 0.90	NONE_AFTER_BOUNDED_PUBLIC_SEARCH	The official overview supplies no manuscript, method description, repository, checkpoint, threshold, hardware, or timing for this submission.	primary_absent	One high 1,865-item language slice and 0.6761 overall macro F1 provide no reproducible general-detector or deployment evidence.	Embedded source card E23	no separate public primary system paper or state was found
2501.11012	2025-01-19	GenAI Content Detection Task 1: English and Multilingual Machine-Generated Text Detection: AI vs. Human	2501.11012:multilingual-jojoc	jojoc	multilingual rank-14 submission	97.0% Essay, 92.4% QA, and 90.4% fill-gap accuracy; 70.72% official macro F1	Multilingual Tables 6 and 9-11	Domain and prompt-group cells exceed 0.90	NONE_AFTER_BOUNDED_PUBLIC_SEARCH	The official overview supplies no manuscript, method description, repository, checkpoint, threshold, hardware, or timing for this submission.	primary_absent	High task slices and 0.7072 overall macro F1 cannot establish method eligibility, reproducibility, two-A6000 fit, or speed.	Embedded source card E23	no separate public primary system paper or state was found
2501.11012	2025-01-19	GenAI Content Detection Task 1: English and Multilingual Machine-Generated Text Detection: AI vs. Human	2501.11012:multilingual-luxveri	LuxVeri	multilingual rank-4 submission	98.9% Tweet, 97.3% Hebrew, and 94.9% German accuracy; 75.13% official macro F1	Multilingual Tables 6 and 9-11	Domain and language cells exceed 0.90	https://aclanthology.org/2025.genaidetect-1.21/	Primary system paper is public and preserved; no trained inverse-perplexity ensemble package, multilingual thresholds, or inference timing is released.	reject_scope	High small-slice accuracy with 0.7513 overall macro F1 does not establish generality, and the unfrozen multi-model ensemble has no speed basis.	Embedded source card E23	result is restricted to a language, domain, task, or metric outside DW1
2501.11012	2025-01-19	GenAI Content Detection Task 1: English and Multilingual Machine-Generated Text Detection: AI vs. Human	2501.11012:multilingual-mail6djj	mail6djj	multilingual rank-11 submission	96.7% Essay, 94.9% QA, and 93.3% Hebrew accuracy; 72.24% official macro F1	Multilingual Tables 6 and 9-11	Domain and language cells exceed 0.90	NONE_AFTER_BOUNDED_PUBLIC_SEARCH	The official overview supplies no manuscript, method description, repository, checkpoint, threshold, hardware, or timing for this submission.	primary_absent	The high slices and 0.7224 overall macro F1 cannot establish reproducibility or pass any mechanism, calibration, fit, or speed check.	Embedded source card E23	no separate public primary system paper or state was found
2501.11012	2025-01-19	GenAI Content Detection Task 1: English and Multilingual Machine-Generated Text Detection: AI vs. Human	2501.11012:multilingual-nampfiev1995	nampfiev1995	multilingual rank-7 submission	95.2% QA, 93.8% Tweet, and 92.2% German accuracy; 74.27% official macro F1	Multilingual Tables 6 and 9-11	Domain and language cells exceed 0.90	NONE_AFTER_BOUNDED_PUBLIC_SEARCH	The official overview supplies no manuscript, method description, repository, checkpoint, threshold, hardware, or timing for this submission.	primary_absent	Several high cells with 0.7427 overall macro F1 cannot support a general detector claim without any primary system or artifact evidence.	Embedded source card E23	no separate public primary system paper or state was found
2501.11012	2025-01-19	GenAI Content Detection Task 1: English and Multilingual Machine-Generated Text Detection: AI vs. Human	2501.11012:multilingual-nota-ai	Nota AI	multilingual rank-3 submission	97.7% Essay, 96.2% QA, and 96.4% Hebrew accuracy; 75.32% official macro F1	Multilingual Tables 6 and 9-11	Domain and language cells exceed 0.90	https://aclanthology.org/2025.genaidetect-1.19/	Primary system paper is public and preserved; no trained language-routing submission package, threshold artifact, or inference timing is released.	reject_scope	Several narrow high cells coexist with 0.7532 overall macro F1; the unfrozen routed system lacks broad low-FPR and comparable speed evidence.	Embedded source card E23	result is restricted to a language, domain, task, or metric outside DW1
2501.11012	2025-01-19	GenAI Content Detection Task 1: English and Multilingual Machine-Generated Text Detection: AI vs. Human	2501.11012:multilingual-rockstart	rockstart	multilingual rank-2 submission	100% Tweet accuracy and up to 96.8% language accuracy; 75.57% official macro F1	Multilingual Tables 6 and 9-11	Domain and language cells exceed 0.90	NONE_AFTER_BOUNDED_PUBLIC_SEARCH	The official overview supplies no manuscript, method description, repository, checkpoint, threshold, hardware, or timing for this submission.	primary_absent	Perfect accuracy on the 1,325-item Tweet slice does not resolve 0.7557 overall macro F1 or permit mechanism, calibration, fit, or speed review.	Embedded source card E23	no separate public primary system paper or state was found
2501.11012	2025-01-19	GenAI Content Detection Task 1: English and Multilingual Machine-Generated Text Detection: AI vs. Human	2501.11012:multilingual-saehyunma	saehyunma	multilingual rank-12 submission	95.9% QA, 94.3% original-prompt, and 92.7% Kazakh accuracy; 72.20% official macro F1	Multilingual Tables 6 and 9-11	Domain, prompt-group, and language cells exceed 0.90	NONE_AFTER_BOUNDED_PUBLIC_SEARCH	The official overview supplies no manuscript, method description, repository, checkpoint, threshold, hardware, or timing for this submission.	primary_absent	Several high cells coexist with 0.7220 overall macro F1 and no primary evidence from which to assess eligibility or deployment.	Embedded source card E23	no separate public primary system paper or state was found
2501.11012	2025-01-19	GenAI Content Detection Task 1: English and Multilingual Machine-Generated Text Detection: AI vs. Human	2501.11012:multilingual-seven	seven	multilingual rank-13 submission	99.2% Essay and QA, 95.7% original-prompt, and 93.2% Chinese accuracy; 71.40% official macro F1	Multilingual Tables 6 and 9-11	Domain, prompt-group, and language cells exceed 0.90	NONE_AFTER_BOUNDED_PUBLIC_SEARCH	The official overview supplies no manuscript, method description, repository, checkpoint, threshold, hardware, or timing for this submission.	primary_absent	Near-perfect familiar slices with 0.7140 overall macro F1 illustrate the semantic trap but provide no reproducible candidate state.	Embedded source card E23	no separate public primary system paper or state was found
2501.11012	2025-01-19	GenAI Content Detection Task 1: English and Multilingual Machine-Generated Text Detection: AI vs. Human	2501.11012:multilingual-sohailwaleed2	sohailwaleed2	multilingual rank-24 submission	99.3% Tweet accuracy; 52.53% official macro F1	Multilingual Tables 6 and 9	One domain cell exceeds 0.90	NONE_AFTER_BOUNDED_PUBLIC_SEARCH	The official overview supplies no manuscript, method description, repository, checkpoint, threshold, hardware, or timing for this submission.	primary_absent	The almost perfect 1,325-item Tweet slice beside near-chance 0.5253 overall macro F1 is a clear narrow-slice false lead with no artifacts.	Embedded source card E23	no separate public primary system paper or state was found
2501.11012	2025-01-19	GenAI Content Detection Task 1: English and Multilingual Machine-Generated Text Detection: AI vs. Human	2501.11012:multilingual-starlight1	starlight1	multilingual rank-8 submission	98.5% Essay and 93.0% Kazakh accuracy; 73.78% official macro F1	Multilingual Tables 6 and 9-11	Domain and language cells exceed 0.90	NONE_AFTER_BOUNDED_PUBLIC_SEARCH	The official overview supplies no manuscript, method description, repository, checkpoint, threshold, hardware, or timing for this submission.	primary_absent	High narrow slices and 0.7378 overall macro F1 provide no mechanism, frozen state, calibration, hardware, or timing basis for screening.	Embedded source card E23	no separate public primary system paper or state was found
2501.11012	2025-01-19	GenAI Content Detection Task 1: English and Multilingual Machine-Generated Text Detection: AI vs. Human	2501.11012:multilingual-techexperts-ipn	TechExperts(IPN)	multilingual rank-5 submission	98.9% QA, 97.7% Essay, and 96.6% original-prompt accuracy; 74.63% official macro F1	Multilingual Tables 6 and 9-11	Domain and prompt-group cells exceed 0.90	https://aclanthology.org/2025.genaidetect-1.14/	Primary system paper is public and preserved; no trained multilingual submission state, fixed threshold package, or inference timing is released.	reject_scope	The high task-aligned slices coexist with 0.7463 overall macro F1 and no frozen cross-distribution low-FPR or near-Binoculars evidence.	Embedded source card E23	result is restricted to a language, domain, task, or metric outside DW1
2501.11012	2025-01-19	GenAI Content Detection Task 1: English and Multilingual Machine-Generated Text Detection: AI vs. Human	2501.11012:multilingual-tmarchitan	tmarchitan / Unibuc-NLP	multilingual rank-22 submission	100% Tweet, 94.7% QA, and 94.4% original-prompt accuracy; 66.29% official macro F1	Multilingual Tables 6 and 9-11	Domain and prompt-group cells exceed 0.90	https://aclanthology.org/2025.genaidetect-1.16/	Primary Unibuc system paper is public and preserved; no trained submitted multilingual state, calibration artifact, or inference timing is released.	reject_scope	Perfect accuracy on one small domain coexists with 0.6629 overall macro F1 and no fixed low-FPR, cross-distribution, fit, or speed evidence.	Embedded source card E23	result is restricted to a language, domain, task, or metric outside DW1
2501.11012	2025-01-19	GenAI Content Detection Task 1: English and Multilingual Machine-Generated Text Detection: AI vs. Human	2501.11012:multilingual-yaoxy	yaoxy	multilingual rank-16 submission	99.2% QA, 97.0% Essay, and 96.4% original-prompt accuracy; 69.54% official macro F1	Multilingual Tables 6 and 9-11	Domain and prompt-group cells exceed 0.90	NONE_AFTER_BOUNDED_PUBLIC_SEARCH	The official overview supplies no manuscript, method description, repository, checkpoint, threshold, hardware, or timing for this submission.	primary_absent	Near-perfect narrow cells coexist with 0.6954 overall macro F1 and no primary method or artifact evidence, precluding scientific screening.	Embedded source card E23	no separate public primary system paper or state was found
2501.11012	2025-01-19	GenAI Content Detection Task 1: English and Multilingual Machine-Generated Text Detection: AI vs. Human	2501.11012:multilingual-yuwert777	yuwert777	multilingual rank-20 submission	99.1% QA, 96.1% original-prompt, and 93.8% fill-gap accuracy; 68.45% official macro F1	Multilingual Tables 6 and 9-11	Domain and prompt-group cells exceed 0.90	NONE_AFTER_BOUNDED_PUBLIC_SEARCH	The official overview supplies no manuscript, method description, repository, checkpoint, threshold, hardware, or timing for this submission.	primary_absent	The high cells and 0.6845 overall macro F1 cannot establish mechanism eligibility, reproducibility, calibration, fit, or speed.	Embedded source card E23	no separate public primary system paper or state was found
2502.12611	2025-02-18	Who Writes What: Unveiling the Impact of Author Roles on AI-generated Text Detection	2502.12611:adaboost	AdaBoostClassifier	study-fitted HC3 lexical classifier	0.94 in-domain accuracy and 0.510 out-of-domain aggregate accuracy	HC3 Figure 42 and ICNALE-plus-LLM Figure 43	In-domain test accuracy exceeds 0.90	https://arxiv.org/abs/2502.12611	Official study code/data are public, but no immutable fitted classifier, feature pipeline bundle, threshold, or timing is released.	reconstruction_only	The matched 0.94 cell becomes chance-level transfer and lacks a frozen state, fixed operating point, or meaningful speed comparison.	Embedded source card E19	only a non-paper-state reconstruction can be built
